date_range,current_date,description,compatibility,mood,color,lucky_number,lucky_time,sign
Feb 19 - Mar 20,"August 13, 2022","Getting up close and personal may be tough for you now, especially if someone tries to push you toward it. You won't take kindly to that, or to any type of manipulation, for that matter. Mention that up front.",Taurus,Indifferent,Gold,39,1am,pisces
Mar 21 - Apr 20,"August 14, 2022","The emotions the stars have stirred up aren't dissipating just yet. Of course, no one needs to tell you that. All you have to do is look around you. And be patient.",Leo,Patient,Teal,45,6am,aries
Jul 23 - Aug 22,"August 14, 2022","That woozy, dreamy feeling you were toting around last week? All the while you were wondering if you were doing the right thing? Picture the best of that -- the romance and idealism -- without any confusion. Congratulations! That's your day.",Pisces,Successful,Pink,84,5pm,leo
Nov 23 - Dec 21,"August 14, 2022","Just the facts, ma'am -- that's the way you talk, and the way you expect others to speak with you. At the moment, however, every word you utter will emerge with a lot of tact and diplomacy.",Libra,Mellow,Silver,4,12pm,sagittarius
Apr 21 - May 20,"August 14, 2022","The emotions the stars have inspired in you will be far from lessening. You're still thinking about a secret situation -- specifically, about how to make it public without hurting anyone's feelings. Good luck!",Sagittarius,Truthful,Purple,44,7am,taurus
Aug 23 - Sep 22,"August 14, 2022",Don't turn down a family member's invitation to introduce you to someone no matter what happened last time. Just because you had one bad blind date doesn't mean there'll never be a successful one.,Pisces,Lucky,Spring Green,67,11am,virgo
Dec 22 - Jan 19,"August 14, 2022","A certain person you usually rely on unquestionably may suddenly send out a signal that tweaks your antennae, telling you that this time, they may not be the person for the job. Don't feel bad about it. Trust your gut.",Scorpio,Independent,Rose Pink,80,3am,capricorn
May 21 - Jun 21,"August 14, 2022","Oh, this is going to be one of those days: the kind you'll never forget, for all the right reasons. Don't you dare refuse any invitations, no matter how unusual. This really could be fun.",Aquarius,Fun,Shadow Black,5,5pm,gemini
Sep 23 - Oct 22,"August 14, 2022","Your current peer group -- all of whom you think of as kindred spirits -- are about to let you know just how much they value your input, support and boundless energy. Don't be shy. Smile and thank them. You know you've earned it.",Scorpio,Helpful,Yellow,10,6pm,libra
Jan 20 - Feb 18,"August 14, 2022","It's time for fun, and not a millisecond too soon. You've been diligent, thorough and conscientious. It's now officially time for you to stop thinking about anything other than giving in completely to your impulses and having a great time.",Pisces,Relaxed,Orchid,19,1am,aquarius
Jun 22 - Jul 22,"August 14, 2022","You're suddenly feeling woozy, dreamy, and wistful for days gone by -- not at all your usual MO. Does this mean you're losing your edge? Hardly. Even you gets to be nostalgic every now and then.",Aries,Moody,Teal,2,5pm,cancer
Oct 23 - Nov 22,"August 14, 2022","Here's a most memorable day, thanks to the stars. You're due to meet and greet some interesting, unusual and spiritual people. One in particular could catch your fancy.",Cancer,Cherishing,Purple,16,7pm,scorpio
Feb 19 - Mar 20,"August 14, 2022","You've never had a problem with sudden change. It's your favorite state of affairs. It's what you live for. So you won't mind today's astrological buffet, not one tiny little bit. Be patient with those who aren't quite so open.",Capricorn,Surprised,Orchid,29,8pm,pisces
Mar 21 - Apr 20,"August 15, 2022","To say that your dearest family members won't quite be themselves won't quite cut it. They'll be acting erratically -- as will you, if they ask anything that goes and above and beyond the call of duty.",Taurus,Busy,Copper,4,8pm,aries
Jul 23 - Aug 22,"August 15, 2022","At the moment (which makes this an especially good moment) there's nothing you won't be talked into or out of. So when someone tries to give you a 'good talking-to,' try not to laugh openly. It wouldn't be polite.",Aquarius,Friendly,Teal,48,6pm,leo
Nov 23 - Dec 21,"August 15, 2022",Your ordinarily matter-of-fact way with speech will be naturally toned down at a most convenient time. Might be your antennae telling you to go easy on someone not as intellectually equipped as you are. Or you might be a bit sweet on them.,Aries,Thoughtful,Silver,64,12am,sagittarius
Apr 21 - May 20,"August 15, 2022","If you're seeing someone, expect to take one giant step toward intimacy. If you're not, expect that to change. Soon. For the next few weeks, it won't be possible for you to maintain a 'casual' thing with anyone. Why fight it?",Libra,Serious,Peach,24,8pm,taurus
Aug 23 - Sep 22,"August 15, 2022","After weeks of worrying about money, you might want to consider a recent offer -- but just consider it, that is. Don't jump right in without looking things over carefully, and talking it over with someone wise, trusted and responsible wouldn't hurt.",Gemini,Responsible,Purple,71,3am,virgo
Dec 22 - Jan 19,"August 15, 2022","After a rather confusing week, especially when it comes to higher-ups, you're more than ready for an evening off. Fortunately, that's what you'll have, and what you're entitled to. Now don't spend any part of it worrying about work.",Aries,Successful,Orchid,90,1pm,capricorn
May 21 - Jun 21,"August 15, 2022","If you're not in love, you could be -- in a matter of days. Make sure you spend your time with the person you already feel bonded to. Plan something romantic for tonight. It might help the process along.",Libra,Sweet,Brown,45,4am,gemini
Sep 23 - Oct 22,"August 15, 2022","You're no stranger to serious thoughts, or unfamiliar with going out of your way to do the right thing. Put it together and you get a nagging urge to help someone -- which, of course, you'll go out of your way to do.",Cancer,Generous,Orchid,45,2pm,libra
Jan 20 - Feb 18,"August 15, 2022","Anyone who tries bringing you back to reality now should be promptly escorted from the area. After the week you've had, you just don't need it, and you definitely don't want it. A little fantasy never hurt anyone.",Taurus,Pleasant,Sky Blue,33,12pm,aquarius
Jun 22 - Jul 22,"August 15, 2022","A serious conversation is on the agenda, so be prepared. It won't necessarily be scheduled, either. A couple of casual comments could turn into a major discussion in the blink of an eye.",Scorpio,Confidence,Orange,74,7pm,cancer
Oct 23 - Nov 22,"August 15, 2022","A friend has something they'd like to say to you, and they won't be shy about letting it out. Once they begin speaking, you may need a minute, however. Don't hesitate to take it alone and in the bathroom before you answer.",Capricorn,Patient,Teal,83,3pm,scorpio
Feb 19 - Mar 20,"August 15, 2022","You're thinking about shopping again -- and not just one little item, either. You've been looking around your place and considering some major changes. Oh, go ahead. You haven't done this in a long, long time.",Cancer,Aggressive,Blue,39,10pm,pisces
Mar 21 - Apr 20,"August 16, 2022","Just when you thought you had a handle on the spending thing, here comes another burst of extravagance. Should you hire a bodyguard for your hard-earned cash? Maybe not, since that's quite expensive, but you should definitely think about next month's bills.",Leo,Conservative,Spring Green,58,6am,aries
Jul 23 - Aug 22,"August 16, 2022","Still thinking about the vague comment a higher-up made last week? Worried that they might not have been telling you the whole truth? If there's nothing you can do until tomorrow, why let it spoil your day?",Gemini,Relaxed,Copper,0,7am,leo
Nov 23 - Dec 21,"August 16, 2022","Each and every word you utter is magical now, so if there's an apology you've been dying to accept or deliver, there's definitely no time like the present. Now, what's that number?",Virgo,Generous,Copper,8,2am,sagittarius
Apr 21 - May 20,"August 16, 2022","It's no accident that your sign's symbol is the bull. Your ability to dig in those heels, or should I say 'hooves,' and charge full speed ahead is legendary, and that goes double for today. Warn everyone: Don't wear red.",Capricorn,Aggressive,Orange,20,6am,taurus
Aug 23 - Sep 22,"August 16, 2022","You may have a day off, but you'll likely spend it thinking about what you'll be doing tomorrow to make work a better, more efficient place. Your efforts won't be unnoticed, either.",Libra,Thoughtful,Pink,97,4pm,virgo
Dec 22 - Jan 19,"August 16, 2022","Here's a day off from all that emotional nonsense you were dealing with yesterday -- and it will be more than welcome. While you're enjoying it, however, don't forget that some types of emotions are always appreciated. Passion, for example...",Pisces,Sweet,Sky Blue,49,5pm,capricorn
May 21 - Jun 21,"August 16, 2022","You weren't expecting it, but here it is: a major confrontation. Does this mean you should go about business as usual and ignore it? Well, that might be nice, but how? Confrontations are, by nature, unavoidable. Start planning your approach.",Pisces,Aggressive,Navy Blue,31,12am,gemini
Sep 23 - Oct 22,"August 16, 2022","If you want it, you won't just want it -- you'll be dreaming and scheming about how wonderful it would be to have it. Scrape together those pennies and make it happen. It's worth it.",Cancer,Creative,Purple,44,4am,libra
Jan 20 - Feb 18,"August 16, 2022","Your quest -- and it could be tricky -- is to find a happy medium between your responsibilities to your job and the urge to actually spend some quality time alone with your sweetheart. Power naps, anyone?",Sagittarius,Loved,Red,44,12pm,aquarius
Jun 22 - Jul 22,"August 16, 2022","You may have to defend someone -- either yourself or an elder. If so, don't worry about your abilities. Instead, worry about the person who was foolish enough to start this thing in the first place. They don't stand a chance.",Libra,Aggressive,Navy Blue,18,10pm,cancer
Oct 23 - Nov 22,"August 16, 2022","The urge to take a class or reach out to group that can help you further your educational efforts is about to take over. Don't stop yourself from getting totally involved. This is only the beginning, but it's a good one.",Gemini,Diligent,Peach,51,3pm,scorpio
